Category	Title	RawWiki	CleanWiki
Instruments	Pipe Organ	"The pipe organ is a musical instrument that produces sound by driving pressurized air (called wind) through the organ pipes selected from a keyboard. Because each pipe produces a single pitch, the pipes are provided in sets called ranks, each of which has a common timbre and volume throughout the keyboard compass. Most organs have many ranks of pipes of differing timbre, pitch, and volume that the player can employ singly or in combination through the use of controls called stops. A pipe organ has one or more keyboards (called manuals) played by the hands, and a pedal clavier played by the feet; each keyboard controls its own division, or group of stops. The keyboard(s), pedalboard, and stops are housed in the organ's console. The organ's continuous supply of wind allows it to sustain notes for as long as the corresponding keys are pressed, unlike the piano and harpsichord whose sound begins to dissipate immediately after a key is depressed. The smallest portable pipe organs may have only one or two dozen pipes and one manual; the largest may have over 33,000 pipes and seven manuals.[2] A list of some of the most notable and largest pipe organs in the world can be viewed at List of pipe organs. A list consisting the ranking of the largest organs in the world—based on the criterion constructed by Michał Szostak, i.e. 'the number of ranks and additional equipment managed from a single console—can be found in 'The Organ'[3] and in 'The Vox Humana'.[4] The origins of the pipe organ can be traced back to the hydraulis in Ancient Greece, in the 3rd century BC,[5] in which the wind supply was created by the weight of displaced water in an airtight container. By the 6th or 7th century AD, bellows were used to supply Byzantine organs with wind.[5][6] Beginning in the 12th century, the organ began to evolve into a complex instrument capable of producing different timbres. A pipe organ with ""great leaden pipes"" was sent to the West by the Byzantine emperor Constantine V as a gift to Pepin the Short, King of the Franks, in 757.[7]  Pepin's son Charlemagne requested a similar organ for his chapel in Aachen in 812, beginning the pipe organ's establishment in Western European church music.[8]   In England, ""The first organ of which any detailed record exists was built in Winchester Cathedral in the 10th century. It was a huge machine with 400 pipes, which needed two men to play it and 70 men to blow it, and its sound could be heard throughout the city.""[9]  By the 17th century, most of the sounds available on the modern classical organ had been developed.[10] From that time, the pipe organ was the most complex man-made device[11]—a distinction it retained until it was displaced by the telephone exchange in the late 19th century.[12] Pipe organs are installed in churches, synagogues, concert halls, schools, other public buildings and in private properties. They are used in the performance of classical music, sacred music, secular music, and popular music. In the early 20th century, pipe organs were installed in theaters to accompany the screening of films during the silent movie era; in municipal auditoria, where orchestral transcriptions were popular; and in the homes of the wealthy.[13] The beginning of the 21st century has seen a resurgence in installations in concert halls. The organ boasts a substantial repertoire, which spans over 500 years.[14]"	the pipe organ is a musical instrument that produces sound by driving pressurized air called wind through the organ pipes selected from a keyboard because each pipe produces a single pitch the pipes are provided in sets called ranks each of which has a common timbre and volume throughout the keyboard compass most organs have many ranks of pipes of differing timbre pitch and volume that the player can employ singly or in combination through the use of controls called stops a pipe organ has one or more keyboards called manuals played by the hands and a pedal clavier played by the feet each keyboard controls its own division or group of stops the keyboard s pedalboard and stops are housed in the organ s console the organ s continuous supply of wind allows it to sustain notes for as long as the corresponding keys are pressed unlike the piano and harpsichord whose sound begins to dissipate immediately after a key is depressed the smallest portable pipe organs may have only one or two dozen pipes and one manual the largest may have over pipes and seven manuals a list of some of the most notable and largest pipe organs in the world can be viewed at list of pipe organs a list consisting the ranking of the largest organs in the world based on the criterion constructed by michał szostak i e the number of ranks and additional equipment managed from a single console can be found in the organ and in the vox humana the origins of the pipe organ can be traced back to the hydraulis in ancient greece in the century bc in which the wind supply was created by the weight of displaced water in an airtight container by the or century ad bellows were used to supply byzantine organs with wind beginning in the century the organ began to evolve into a complex instrument capable of producing different timbres a pipe organ with great leaden pipes was sent to the west by the byzantine emperor constantine v as a gift to pepin the short king of the franks in pepin s son charlemagne requested a similar organ for his chapel in aachen in beginning the pipe organ s establishment in western european church music in england the first organ of which any detailed record exists was built in winchester cathedral in the century it was a huge machine with pipes which needed two men to play it and men to blow it and its sound could be heard throughout the city by the century most of the sounds available on the modern classical organ had been developed from that time the pipe organ was the most complex man made device a distinction it retained until it was displaced by the telephone exchange in the late century pipe organs are installed in churches synagogues concert halls schools other public buildings and in private properties they are used in the performance of classical music sacred music secular music and popular music in the early century pipe organs were installed in theaters to accompany the screening of films during the silent movie era in municipal auditoria where orchestral transcriptions were popular and in the homes of the wealthy the beginning of the century has seen a resurgence in installations in concert halls the organ boasts a substantial repertoire which spans over years
Instruments	Harp	The harp is a stringed musical instrument that has a number of individual strings running at an angle to its soundboard; the strings are plucked with the fingers.	the harp is a stringed musical instrument that has a number of individual strings running at an angle to its soundboard the strings are plucked with the fingers
Instruments	Ukulele	The ukulele (/ˌjuːkəˈleɪli/ YOO-kə-LAY-lee; from Hawaiian: ʻukulele [ˈʔukuˈlɛlɛ], approximately OO-koo-LEH-leh)  is a member of the lute family of instruments. It generally employs four nylon strings.[1][2][3] The ukulele is a small guitar-like instrument, which was introduced to Hawaii by Portuguese immigrants from Madeira. It gained great popularity elsewhere in the United States during the early 20th century and from there spread internationally. The tone and volume of the instrument vary with size and construction. Ukuleles commonly come in four sizes: soprano, concert, tenor, and baritone.	the ukulele ˌjuːkəˈleɪli yoo kə lay lee from hawaiian ʻukulele ˈʔukuˈlɛlɛ approximately oo koo leh leh is a member of the lute family of instruments it generally employs four nylon strings the ukulele is a small guitar like instrument which was introduced to hawaii by portuguese immigrants from madeira it gained great popularity elsewhere in the united states during the early century and from there spread internationally the tone and volume of the instrument vary with size and construction ukuleles commonly come in four sizes soprano concert tenor and baritone
Instruments	Trombone	"The trombone is a musical instrument in the brass family. As with all brass instruments, sound is produced when the player's vibrating lips (embouchure) cause the air column inside the instrument to vibrate. Unlike most other brass instruments, which have valves that, when pressed, alter the pitch of the instrument, trombones instead have a telescoping slide mechanism that varies the length of the instrument to change the pitch. However, many modern trombone models also have a valve attachment which lowers the pitch of the instrument. Variants such as the valve trombone and superbone have three valves similar to those on the trumpet. The word ""trombone"" derives from Italian Tromba (trumpet) and -one (a suffix meaning ""large""), so the name means ""large trumpet"". The trombone has a predominantly cylindrical bore like its valved counterpart, the baritone, in contrast to its conical valved counterparts: the cornet, the euphonium, and the French horn. The most frequently encountered trombones are the tenor trombone and bass trombone. The most common variant, the tenor, is a non-transposing instrument pitched in B♭, an octave below the B♭ trumpet and an octave above the pedal B♭ tuba. The once common E♭ alto trombone became less widely used as improvements in technique extended the upper range of the tenor, but it is now resurging due to its lighter sonority which is appreciated in many classical and early romantic works. Trombone music is usually written in concert pitch in either bass or tenor clef, although exceptions do occur, notably in British brass-band music where the tenor trombone is presented as a B♭ transposing instrument, written in treble clef. A person who plays the trombone is called a trombonist or trombone player."	the trombone is a musical instrument in the brass family as with all brass instruments sound is produced when the player s vibrating lips embouchure cause the air column inside the instrument to vibrate unlike most other brass instruments which have valves that when pressed alter the pitch of the instrument trombones instead have a telescoping slide mechanism that varies the length of the instrument to change the pitch however many modern trombone models also have a valve attachment which lowers the pitch of the instrument variants such as the valve trombone and superbone have three valves similar to those on the trumpet the word trombone derives from italian tromba trumpet and one a suffix meaning large so the name means large trumpet the trombone has a predominantly cylindrical bore like its valved counterpart the baritone in contrast to its conical valved counterparts the cornet the euphonium and the french horn the most frequently encountered trombones are the tenor trombone and bass trombone the most common variant the tenor is a non transposing instrument pitched in b an octave below the b trumpet and an octave above the pedal b tuba the once common e alto trombone became less widely used as improvements in technique extended the upper range of the tenor but it is now resurging due to its lighter sonority which is appreciated in many classical and early romantic works trombone music is usually written in concert pitch in either bass or tenor clef although exceptions do occur notably in british brass band music where the tenor trombone is presented as a b transposing instrument written in treble clef a person who plays the trombone is called a trombonist or trombone player
Instruments	Viola	"The viola (/viˈoʊlə/ vee-OH-lə,[1][2] also UK: /vaɪˈoʊlə/ vy-OH-lə,[3][4][a] Italian: [ˈvjɔːla, viˈɔːla]) is a string instrument that is bowed, plucked, or played with varying techniques. It is slightly larger than a violin and has a lower and deeper sound. Since the 18th century, it has been the middle or alto voice of the violin family, between the violin (which is tuned a perfect fifth above) and the cello (which is tuned an octave below).[5] The strings from low to high are typically tuned to C3, G3, D4, and A4. In the past, the viola varied in size and style, as did its names.[citation needed] The word viola originates from the Italian language. The Italians often used the term: viola da braccio meaning literally: 'of the arm'. ""Brazzo"" was another Italian word for the viola, which the Germans adopted as Bratsche. The French had their own names: cinquiesme was a small viola, haute contre was a large viola, and taile was a tenor. Today, the French use the term alto, a reference to its range. The viola was popular in the heyday of five-part harmony, up until the eighteenth century, taking three lines of the harmony and occasionally playing the melody line.[citation needed] Music for the viola differs from most other instruments in that it primarily uses the alto clef. When viola music has substantial sections in a higher register, it switches to the treble clef to make it easier to read. The viola often plays the ""inner voices"" in string quartets and symphonic writing, and it is more likely than the first violin to play accompaniment parts. The viola occasionally plays a major, soloistic role in orchestral music. Examples include the symphonic poem, ""Don Quixote"", by Richard Strauss, and the symphony/concerto, ""Harold en Italie"", by Hector Berlioz.[citation needed] In the earlier part of the 20th century, more composers began to write for the viola, encouraged by the emergence of specialized soloists such as Lionel Tertis and William Primrose. English composers Arthur Bliss, York Bowen, Benjamin Dale, Frank Bridge, Benjamin Britten, Rebecca Clarke and Ralph Vaughan Williams all wrote substantial chamber and concert works.[citation needed] Many of these pieces were commissioned by, or written for Lionel Tertis.[citation needed] William Walton, Bohuslav Martinů, Toru Takemitsu, Tibor Serly, Alfred Schnittke, and Béla Bartók have written well-known viola concertos. The concerti by Béla Bartók, Paul Hindemith, Carl Stamitz, Georg Philipp Telemann, and William Walton are considered major works of the viola repertoire.[citation needed] Paul Hindemith, who was a violist, wrote a substantial amount of music for viola, including the concerto, ""Der Schwanendreher""."	the viola viˈoʊlə vee oh lə also uk vaɪˈoʊlə vy oh lə a italian ˈvjɔːla viˈɔːla is a string instrument that is bowed plucked or played with varying techniques it is slightly larger than a violin and has a lower and deeper sound since the century it has been the middle or alto voice of the violin family between the violin which is tuned a perfect fifth above and the cello which is tuned an octave below the strings from low to high are typically tuned to and in the past the viola varied in size and style as did its names citation needed the word viola originates from the italian language the italians often used the term viola da braccio meaning literally of the arm brazzo was another italian word for the viola which the germans adopted as bratsche the french had their own names cinquiesme was a small viola haute contre was a large viola and taile was a tenor today the french use the term alto a reference to its range the viola was popular in the heyday of five part harmony up until the eighteenth century taking three lines of the harmony and occasionally playing the melody line citation needed music for the viola differs from most other instruments in that it primarily uses the alto clef when viola music has substantial sections in a higher register it switches to the treble clef to make it easier to read the viola often plays the inner voices in string quartets and symphonic writing and it is more likely than the first violin to play accompaniment parts the viola occasionally plays a major soloistic role in orchestral music examples include the symphonic poem don quixote by richard strauss and the symphony concerto harold en italie by hector berlioz citation needed in the earlier part of the century more composers began to write for the viola encouraged by the emergence of specialized soloists such as lionel tertis and william primrose english composers arthur bliss york bowen benjamin dale frank bridge benjamin britten rebecca clarke and ralph vaughan williams all wrote substantial chamber and concert works citation needed many of these pieces were commissioned by or written for lionel tertis citation needed william walton bohuslav martinů toru takemitsu tibor serly alfred schnittke and béla bartók have written well known viola concertos the concerti by béla bartók paul hindemith carl stamitz georg philipp telemann and william walton are considered major works of the viola repertoire citation needed paul hindemith who was a violist wrote a substantial amount of music for viola including the concerto der schwanendreher
Instruments	Double bass	The double bass, also known simply as the bass (or by other names), is the largest and lowest-pitched bowed (or plucked) string instrument[1] in the modern symphony orchestra. The bass is a standard member of the orchestra's string section,[2] as well as the concert band, and is featured in concertos, solo, and chamber music in Western classical music.[3] The bass is used in a range of other genres, such as jazz, 1950s-style blues and rock and roll, rockabilly, psychobilly, traditional country music, bluegrass, tango and many types of folk music. The bass is a transposing instrument and is typically notated one octave higher than tuned to avoid excessive ledger lines below the staff. The double bass is the only modern bowed string instrument that is tuned in fourths[4] (like a viol), rather than fifths, with strings usually tuned to E1, A1, D2 and G2. The instrument's exact lineage is still a matter of some debate, with scholars divided on whether the bass is derived from the viol or the violin family. The double bass is played with a bow (arco), or by plucking the strings (pizzicato), or via a variety of extended techniques. In orchestral repertoire and tango music, both arco and pizzicato are employed. In jazz, blues, and rockabilly, pizzicato is the norm. Classical music uses the natural sound produced acoustically by the instrument, as does traditional bluegrass. In jazz, blues, reggae, and related genres, the bass is frequently amplified.	the double bass also known simply as the bass or by other names is the largest and lowest pitched bowed or plucked string instrument in the modern symphony orchestra the bass is a standard member of the orchestra s string section as well as the concert band and is featured in concertos solo and chamber music in western classical music the bass is used in a range of other genres such as jazz style blues and rock and roll rockabilly psychobilly traditional country music bluegrass tango and many types of folk music the bass is a transposing instrument and is typically notated one octave higher than tuned to avoid excessive ledger lines below the staff the double bass is the only modern bowed string instrument that is tuned in fourths like a viol rather than fifths with strings usually tuned to and the instrument s exact lineage is still a matter of some debate with scholars divided on whether the bass is derived from the viol or the violin family the double bass is played with a bow arco or by plucking the strings pizzicato or via a variety of extended techniques in orchestral repertoire and tango music both arco and pizzicato are employed in jazz blues and rockabilly pizzicato is the norm classical music uses the natural sound produced acoustically by the instrument as does traditional bluegrass in jazz blues reggae and related genres the bass is frequently amplified
Painters	Edgar Degas	Edgar Degas (UK: /ˈdeɪɡɑː/, US: /deɪˈɡɑː, dəˈɡɑː/;[1][2] born Hilaire-Germain-Edgar De Gas, French: [ilɛːʁ ʒɛʁmɛ̃ ɛdɡaʁ də ɡa]; 19 July 1834 – 27 September 1917) was a French Impressionist artist famous for his pastel drawings and oil paintings. Degas also produced bronze sculptures, prints and drawings. Degas is especially identified with the subject of dance; more than half of his works depict dancers.[3] Although Degas is regarded as one of the founders of Impressionism, he rejected the term, preferring to be called a realist,[4] and did not paint outdoors as many Impressionists did. Degas was a superb draftsman, and particularly masterly in depicting movement, as can be seen in his rendition of dancers and bathing female nudes. In addition to ballet dancers and bathing women, Degas painted racehorses and racing jockeys, as well as portraits. His portraits are notable for their psychological complexity and for their portrayal of human isolation.[5] At the beginning of his career, Degas wanted to be a history painter, a calling for which he was well prepared by his rigorous academic training and close study of classical art. In his early thirties, he changed course, and by bringing the traditional methods of a history painter to bear on contemporary subject matter, he became a classical painter of modern life.[6]	edgar degas uk ˈdeɪɡɑː us deɪˈɡɑː dəˈɡɑː born hilaire germain edgar de gas french ilɛːʁ ʒɛʁmɛ ɛdɡaʁ də ɡa july september was a french impressionist artist famous for his pastel drawings and oil paintings degas also produced bronze sculptures prints and drawings degas is especially identified with the subject of dance more than half of his works depict dancers although degas is regarded as one of the founders of impressionism he rejected the term preferring to be called a realist and did not paint outdoors as many impressionists did degas was a superb draftsman and particularly masterly in depicting movement as can be seen in his rendition of dancers and bathing female nudes in addition to ballet dancers and bathing women degas painted racehorses and racing jockeys as well as portraits his portraits are notable for their psychological complexity and for their portrayal of human isolation at the beginning of his career degas wanted to be a history painter a calling for which he was well prepared by his rigorous academic training and close study of classical art in his early thirties he changed course and by bringing the traditional methods of a history painter to bear on contemporary subject matter he became a classical painter of modern life
Painters	Paul Kane	"Paul Kane (September 3, 1810 – February 20, 1871)[1] was an Irish-born Canadian painter, famous for his paintings of First Nations peoples in the Canadian West and other Native Americans in the Columbia District. A largely self-educated artist,[2] Paul Kane grew up in York, Upper Canada (now Toronto) and trained himself by copying European masters on a ""Grand Tour"" study trip through Europe. He undertook two voyages through the Canadian northwest in 1845 and from 1846 to 1848. The first trip took him from Toronto to Sault Ste. Marie and back. Having secured the support of the Hudson's Bay Company, he set out on a second, much longer voyage from Toronto across the Rocky Mountains to Fort Vancouver (present-day Vancouver, Washington) and Fort Victoria (present day Victoria, British Columbia). On both trips Kane sketched and painted First Nations and Métis peoples. Upon his return to Toronto, he produced more than one hundred oil paintings from these sketches. The oil paintings he completed in his studio are considered a part of the Canadian heritage, although he often embellished them considerably, departing from the accuracy of his field sketches in favour of more dramatic scenes. Kane's work followed the tenets of salvage ethnography.[3]"	paul kane september february was an irish born canadian painter famous for his paintings of first nations peoples in the canadian west and other native americans in the columbia district a largely self educated artist paul kane grew up in york upper canada now toronto and trained himself by copying european masters on a grand tour study trip through europe he undertook two voyages through the canadian northwest in and from to the first trip took him from toronto to sault ste marie and back having secured the support of the hudson s bay company he set out on a second much longer voyage from toronto across the rocky mountains to fort vancouver present day vancouver washington and fort victoria present day victoria british columbia on both trips kane sketched and painted first nations and métis peoples upon his return to toronto he produced more than one hundred oil paintings from these sketches the oil paintings he completed in his studio are considered a part of the canadian heritage although he often embellished them considerably departing from the accuracy of his field sketches in favour of more dramatic scenes kane s work followed the tenets of salvage ethnography
Painters	Giacomo Ceruti	"Giacomo Antonio Melchiorre Ceruti (October 13, 1698 – August 28, 1767) was an Italian late Baroque painter, active in Northern Italy in Milan, Brescia, and Venice. He acquired the nickname Pitocchetto (the little beggar) for his many paintings of peasants dressed in rags. He was born in Milan, but worked primarily in Brescia. He may have been influenced early by Antonio Cifrondi and/or Giacomo Todesco (Todeschini), and received training from Carlo Ceresa. While he also painted still-life paintings and religious scenes, Ceruti is best known for his genre paintings, especially of beggars and the poor, whom he painted realistically and endowed with unusual dignity and individuality.  Ceruti gave particular attention to this subject matter during the period 1725 to 1740, and about 50 of his genre paintings from these years survive.[1] Mira Pajes Merriman,  in her essay titled Comedy, Reality, and the Development of Genre Painting in Italy, observes that ""Generally his figures do almost nothing—after all, they have nothing to do.""[2] She describes his paintings as confronting us with"	giacomo antonio melchiorre ceruti october august was an italian late baroque painter active in northern italy in milan brescia and venice he acquired the nickname pitocchetto the little beggar for his many paintings of peasants dressed in rags he was born in milan but worked primarily in brescia he may have been influenced early by antonio cifrondi and or giacomo todesco todeschini and received training from carlo ceresa while he also painted still life paintings and religious scenes ceruti is best known for his genre paintings especially of beggars and the poor whom he painted realistically and endowed with unusual dignity and individuality ceruti gave particular attention to this subject matter during the period to and about of his genre paintings from these years survive mira pajes merriman in her essay titled comedy reality and the development of genre painting in italy observes that generally his figures do almost nothing after all they have nothing to do she describes his paintings as confronting us with
Painters	William Bell Scott	William Bell Scott (6.25.1811–2.10.1890) was a Scottish artist in oils and watercolour and occasionally printmaking. He was also a poet and art teacher, and his posthumously published reminiscences give a chatty and often vivid picture of life in the circle of the Pre-Raphaelites; he was especially close to Dante Gabriel Rossetti.   After growing up in Edinburgh, he moved to London, and from 1843 to 1864 was principal of the government School of Art in Newcastle upon Tyne, where he added industrial subjects to his repertoire of landscapes and history painting.  He was one of the first British artists to extensively depict the processes of the Industrial Revolution. He returned to London, working for the Science and Art Department until 1885.[1] He painted a cycle of historical subjects mixed with scenes from modern industry for Wallington Hall in Northumberland (now National Trust), his best known works, and a purely historical cycle for Penkill Castle in Ayrshire in Scotland.	william bell scott was a scottish artist in oils and watercolour and occasionally printmaking he was also a poet and art teacher and his posthumously published reminiscences give a chatty and often vivid picture of life in the circle of the pre raphaelites he was especially close to dante gabriel rossetti after growing up in edinburgh he moved to london and from to was principal of the government school of art in newcastle upon tyne where he added industrial subjects to his repertoire of landscapes and history painting he was one of the first british artists to extensively depict the processes of the industrial revolution he returned to london working for the science and art department until he painted a cycle of historical subjects mixed with scenes from modern industry for wallington hall in northumberland now national trust his best known works and a purely historical cycle for penkill castle in ayrshire in scotland
Painters	Jean-Baptiste Greuze	Jean-Baptiste Greuze (21 August 1725 – 4 March 1805) was a French painter of portraits, genre scenes, and history painting.	jean baptiste greuze august march was a french painter of portraits genre scenes and history painting
Painters	Albert Edelfelt	Albert Gustaf Aristides Edelfelt (21 July 1854 – 18 August 1905) was a Finnish painter noted for his naturalistic style and Realist approach to art.[1] He lived in the Grand Duchy of Finland and made Finnish culture visible abroad, before Finland gained full independence.[2]	albert gustaf aristides edelfelt july august was a finnish painter noted for his naturalistic style and realist approach to art he lived in the grand duchy of finland and made finnish culture visible abroad before finland gained full independence
Painters	Aleksander Gierymski	Ignacy Aleksander Gierymski (30 January 1850, Warsaw – d. 6–8 March 1901, Rome) was a Polish painter of the late 19th century, the younger brother of Maksymilian Gierymski. He was a representative of Realism as well as an important precursor of Impressionism in Poland.	ignacy aleksander gierymski january warsaw d march rome was a polish painter of the late century the younger brother of maksymilian gierymski he was a representative of realism as well as an important precursor of impressionism in poland
Painters	Vladimir Makovsky	Vladimir Yegorovich Makovsky (Russian: Влади́мир Его́рович Мако́вский; 26 January (greg.: 7 February) 1846, Moscow – 21 February 1920, Petrograd) was a Russian painter, art collector, and teacher.	vladimir yegorovich makovsky russian влади мир его рович мако вский january greg february moscow february petrograd was a russian painter art collector and teacher
Painters	Jackson Pollock	"Paul Jackson Pollock /ˈpɒlək/ (January 28, 1912 – August 11, 1956) was an American painter and a major figure in the abstract expressionist movement. He was widely noticed for his technique of pouring or splashing liquid household paint onto a horizontal surface (""drip technique""), enabling him to view and paint his canvases from all angles. It was also called All-over painting and ""action painting"", since he covered the entire canvas and used the force of his whole body to paint, often in a frenetic dancing style. This extreme form of abstraction divided the critics: some praised the immediacy of the creation, while others derided the random effects. In 2016, Pollock's painting titled Number 17A was reported to have fetched US$200 million in a private purchase. A reclusive and volatile personality, Pollock struggled with alcoholism for most of his life. In 1945, he married the artist Lee Krasner, who became an important influence on his career and on his legacy. Pollock died at the age of 44 in an alcohol-related single-car accident when he was driving. In December 1956, four months after his death, Pollock was given a memorial retrospective exhibition at the Museum of Modern Art (MoMA) in New York City. A larger, more comprehensive exhibition of his work was held there in 1967. In 1998 and 1999, his work was honored with large-scale retrospective exhibitions at MoMA and at The Tate in London.[1][2]"	paul jackson pollock ˈpɒlək january august was an american painter and a major figure in the abstract expressionist movement he was widely noticed for his technique of pouring or splashing liquid household paint onto a horizontal surface drip technique enabling him to view and paint his canvases from all angles it was also called all over painting and action painting since he covered the entire canvas and used the force of his whole body to paint often in a frenetic dancing style this extreme form of abstraction divided the critics some praised the immediacy of the creation while others derided the random effects in pollock s painting titled number was reported to have fetched us million in a private purchase a reclusive and volatile personality pollock struggled with alcoholism for most of his life in he married the artist lee krasner who became an important influence on his career and on his legacy pollock died at the age of in an alcohol related single car accident when he was driving in december four months after his death pollock was given a memorial retrospective exhibition at the museum of modern art moma in new york city a larger more comprehensive exhibition of his work was held there in in and his work was honored with large scale retrospective exhibitions at moma and at the tate in london
Painters	Barnett Newman	Barnett Newman (January 29, 1905 – July 4, 1970) was an American artist. He is seen as one of the major figures in abstract expressionism and one of the foremost of the color field painters. His paintings are existential in tone and content, explicitly composed with the intention of communicating a sense of locality, presence, and contingency.[1]	barnett newman january july was an american artist he is seen as one of the major figures in abstract expressionism and one of the foremost of the color field painters his paintings are existential in tone and content explicitly composed with the intention of communicating a sense of locality presence and contingency
Painters	Arshile Gorky	Arshile Gorky (/ˌɑːrʃiːl ˈɡɔːrkiː/; born Vostanik Manoug Adoian, Armenian: Ոստանիկ Մանուկ Ատոյեան; April 15, 1904 – July 21, 1948) was an Armenian-American painter who had a seminal influence on Abstract Expressionism. He spent most his life as a national of the United States. Along with Mark Rothko, Jackson Pollock and Willem de Kooning, Gorky has been hailed as one of the most powerful American painters of the 20th century. As such, his works were often speculated to have been informed by the suffering and loss he experienced in the Armenian Genocide.	arshile gorky ˌɑːrʃiːl ˈɡɔːrkiː born vostanik manoug adoian armenian ոստանիկ մանուկ ատոյեան april july was an armenian american painter who had a seminal influence on abstract expressionism he spent most his life as a national of the united states along with mark rothko jackson pollock and willem de kooning gorky has been hailed as one of the most powerful american painters of the century as such his works were often speculated to have been informed by the suffering and loss he experienced in the armenian genocide
Painters	Claude Monet	"Oscar-Claude Monet (UK: /ˈmɒneɪ/, US: /moʊˈneɪ/,[1][2] French: [klod mɔnɛ]; 14 November 1840 – 5 December 1926) was a French painter, a founder of French Impressionist painting and the most consistent and prolific practitioner of the movement's philosophy of expressing one's perceptions before nature, especially as applied to plein air landscape painting.[3][4] The term ""Impressionism"" is derived from the title of his painting Impression, soleil levant (Impression, Sunrise), which was exhibited in 1874 in the first of the independent exhibitions mounted by Monet and his associates as an alternative to the Salon de Paris.[5] Monet's ambition of documenting the French countryside led him to adopt a method of painting the same scene many times in order to capture the changing of light and the passing of the seasons.[6] From 1883, Monet lived in Giverny, where he purchased a house and property and began a vast landscaping project which included lily ponds that would become the subjects of his best-known works. He began painting the water lilies in 1899, first in vertical views with a Japanese bridge as a central feature and later in the series of large-scale paintings that was to occupy him continuously for the next 20 years of his life."	oscar claude monet uk ˈmɒneɪ us moʊˈneɪ french klod mɔnɛ november december was a french painter a founder of french impressionist painting and the most consistent and prolific practitioner of the movement s philosophy of expressing one s perceptions before nature especially as applied to plein air landscape painting the term impressionism is derived from the title of his painting impression soleil levant impression sunrise which was exhibited in in the first of the independent exhibitions mounted by monet and his associates as an alternative to the salon de paris monet s ambition of documenting the french countryside led him to adopt a method of painting the same scene many times in order to capture the changing of light and the passing of the seasons from monet lived in giverny where he purchased a house and property and began a vast landscaping project which included lily ponds that would become the subjects of his best known works he began painting the water lilies in first in vertical views with a japanese bridge as a central feature and later in the series of large scale paintings that was to occupy him continuously for the next years of his life
Painters	Pierre-Auguste Renoir	"Pierre-Auguste Renoir[1] (French: [pjɛʁ oɡyst ʁənwaʁ]; 25 February 1841 – 3 December 1919) was a French artist who was a leading painter in the development of the Impressionist style. As a celebrator of beauty and especially feminine sensuality, it has been said that ""Renoir is the final representative of a tradition which runs directly from Rubens to Watteau.""[2] He was the father of actor Pierre Renoir (1885–1952), filmmaker Jean Renoir (1894–1979) and ceramic artist Claude Renoir (1901–1969). He was the grandfather of the filmmaker Claude Renoir (1913–1993), son of Pierre."	pierre auguste renoir french pjɛʁ oɡyst ʁənwaʁ february december was a french artist who was a leading painter in the development of the impressionist style as a celebrator of beauty and especially feminine sensuality it has been said that renoir is the final representative of a tradition which runs directly from rubens to watteau he was the father of actor pierre renoir filmmaker jean renoir and ceramic artist claude renoir he was the grandfather of the filmmaker claude renoir son of pierre
Painters	Alfred Sisley	Alfred Sisley (/ˈsɪsli/; French: [sislɛ]; 30 October 1839 – 29 January 1899) was an Impressionist landscape painter who was born and spent most of his life in France, but retained British citizenship. He was the most consistent of the Impressionists in his dedication to painting landscape en plein air (i.e., outdoors). He deviated into figure painting only rarely and, unlike Renoir and Pissarro, found that Impressionism fulfilled his artistic needs. Among his important works are a series of paintings of the River Thames, mostly around Hampton Court, executed in 1874, and landscapes depicting places in or near Moret-sur-Loing. The notable paintings of the Seine and its bridges in the former suburbs of Paris are like many of his landscapes, characterized by tranquillity, in pale shades of green, pink, purple, dusty blue and cream. Over the years Sisley's power of expression and colour intensity increased.[1]	alfred sisley ˈsɪsli french sislɛ october january was an impressionist landscape painter who was born and spent most of his life in france but retained british citizenship he was the most consistent of the impressionists in his dedication to painting landscape en plein air i e outdoors he deviated into figure painting only rarely and unlike renoir and pissarro found that impressionism fulfilled his artistic needs among his important works are a series of paintings of the river thames mostly around hampton court executed in and landscapes depicting places in or near moret sur loing the notable paintings of the seine and its bridges in the former suburbs of paris are like many of his landscapes characterized by tranquillity in pale shades of green pink purple dusty blue and cream over the years sisley s power of expression and colour intensity increased
Painters	Wojciech Kossak	Wojciech Horacy Kossak (Paris, France, 31 December 1856 – 29 July 1942, Kraków, Poland) was a noted Polish painter and member of the celebrated Kossak family of artists and writers.  He was the son of painter Juliusz Kossak, and twin brother of freedom fighter Tadeusz Kossak, and the father of two highly talented literary daughters, Maria Pawlikowska-Jasnorzewska and Magdalena Samozwaniec and of a painter son, Jerzy Kossak.	wojciech horacy kossak paris france december july kraków poland was a noted polish painter and member of the celebrated kossak family of artists and writers he was the son of painter juliusz kossak and twin brother of freedom fighter tadeusz kossak and the father of two highly talented literary daughters maria pawlikowska jasnorzewska and magdalena samozwaniec and of a painter son jerzy kossak
